practice_group,practice,region,office,city,state,final_url,displayed_phone,kw_test_url
"injury","Motorcycle Accident","Bay Area","San Francisco","Daly City","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/daly-city/","(628) 895-2682","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/daly-city/?kw={keyword}"
"injury","Motorcycle Accident","Bay Area","San Francisco","San Mateo","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/san-mateo/","(628) 895-2682","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/san-mateo/?kw={keyword}"
"injury","Motorcycle Accident","Ventura & Central Coast","Oxnard (office)","Oxnard","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/oxnard/","(800) 891-1876","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/oxnard/?kw={keyword}"
"injury","Motorcycle Accident","Ventura & Central Coast","Oxnard","Ventura","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/ventura/","(800) 891-1876","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/ventura/?kw={keyword}"
"injury","Motorcycle Accident","Ventura & Central Coast","Oxnard","Thousand Oaks","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/thousand-oaks/","(800) 891-1876","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/thousand-oaks/?kw={keyword}"
"injury","Motorcycle Accident","Ventura & Central Coast","Oxnard","Simi Valley","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/simi-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/simi-valley/?kw={keyword}"
"injury","Motorcycle Accident","Ventura & Central Coast","Oxnard","Santa Barbara","CA","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/santa-barbara/","(800) 891-1876","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/santa-barbara/?kw={keyword}"
"injury","Motorcycle Accident","Nevada","Las Vegas (office)","Las Vegas","NV","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/las-vegas/?kw={keyword}"
"injury","Motorcycle Accident","Nevada","Las Vegas","Henderson","NV","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/henderson/","(800) 522-7274","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/henderson/?kw={keyword}"
"injury","Motorcycle Accident","Nevada","Las Vegas","North Las Vegas","NV","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/north-las-vegas/","(800) 522-7274","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/north-las-vegas/?kw={keyword}"
"injury","Motorcycle Accident","Nevada","Las Vegas","Summerlin","NV","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/summerlin/","(800) 522-7274","https://results.wilshirelawfirm.com/motorcycle-accident-lawyer/summerlin/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Statewide","—","California","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Statewide","—","Nevada","NV","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/nevada/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/nevada/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles (office)","Los Angeles","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/los-angeles/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Downtown Los Angeles","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/downtown-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/downtown-los-angeles/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Hollywood","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hollywood/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hollywood/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Glendale","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/glendale/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/glendale/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Pasadena","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/pasadena/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/pasadena/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Burbank","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/burbank/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/burbank/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Santa Monica","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-monica/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-monica/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Inglewood","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/inglewood/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/inglewood/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Van Nuys","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/van-nuys/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/van-nuys/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","East Los Angeles","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/east-los-angeles/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/east-los-angeles/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Koreatown","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/koreatown/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/koreatown/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Compton","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/compton/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/compton/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Los Angeles","Whittier","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/whittier/","(213) 329-7576","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/whittier/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Beverly Hills (office)","Beverly Hills","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/beverly-hills/","(310) 879-1030","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/beverly-hills/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Beverly Hills","West Hollywood","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/west-hollywood/","(310) 879-1030","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/west-hollywood/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Beverly Hills","Culver City","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/culver-city/","(310) 879-1030","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/culver-city/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Beverly Hills","Westwood","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/westwood/","(310) 879-1030","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/westwood/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Beverly Hills","Sherman Oaks","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/sherman-oaks/","(310) 879-1030","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/sherman-oaks/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Torrance (office)","Torrance","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/torrance/","(310) 307-3316","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/torrance/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Torrance","Carson","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/carson/","(310) 307-3316","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/carson/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Torrance","Gardena","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/gardena/","(310) 307-3316","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/gardena/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Torrance","Redondo Beach","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/redondo-beach/","(310) 307-3316","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/redondo-beach/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Torrance","Hawthorne","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hawthorne/","(310) 307-3316","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hawthorne/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Torrance","San Pedro","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-pedro/","(310) 307-3316","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-pedro/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Long Beach (office)","Long Beach","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/long-beach/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/long-beach/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Long Beach","Lakewood","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/lakewood/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/lakewood/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Long Beach","Downey","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/downey/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/downey/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Long Beach","Norwalk","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/norwalk/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/norwalk/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Long Beach","Bellflower","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/bellflower/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/bellflower/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Palmdale (office)","Palmdale","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/palmdale/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/palmdale/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Palmdale","Santa Clarita","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-clarita/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-clarita/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Palmdale","Victorville","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/victorville/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/victorville/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Lancaster (office)","Lancaster","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/lancaster/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/lancaster/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Los Angeles","Lancaster","Antelope Valley","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/antelope-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/antelope-valley/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine (office)","Irvine","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/irvine/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/irvine/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine","Santa Ana","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-ana/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/santa-ana/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine","Huntington Beach","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/huntington-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/huntington-beach/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine","Costa Mesa","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/costa-mesa/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/costa-mesa/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine","Newport Beach","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/newport-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/newport-beach/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine","Mission Viejo","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/mission-viejo/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/mission-viejo/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine","Lake Forest","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/lake-forest/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/lake-forest/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Irvine","Tustin","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/tustin/","(949) 591-8266","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/tustin/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Orange (office)","Orange","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/orange/","(714) 386-1747","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/orange/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Orange","Anaheim","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/anaheim/","(714) 386-1747","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/anaheim/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Orange","Garden Grove","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/garden-grove/","(714) 386-1747","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/garden-grove/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Orange","Fullerton","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fullerton/","(714) 386-1747","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fullerton/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Orange County","Orange","Westminster","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/westminster/","(714) 386-1747","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/westminster/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Riverside (office)","Riverside","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/riverside/","(951) 557-6087","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/riverside/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Riverside","Moreno Valley","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/moreno-valley/","(951) 557-6087","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/moreno-valley/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Riverside","Corona","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/corona/","(951) 557-6087","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/corona/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Riverside","Temecula","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/temecula/","(951) 557-6087","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/temecula/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Riverside","Murrieta","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/murrieta/","(951) 557-6087","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/murrieta/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Riverside","Hemet","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hemet/","(951) 557-6087","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hemet/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Ontario (office)","Ontario","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/ontario/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/ontario/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Ontario","San Bernardino","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-bernardino/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-bernardino/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Ontario","Fontana","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fontana/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fontana/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Ontario","Rancho Cucamonga","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/rancho-cucamonga/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/rancho-cucamonga/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Ontario","Pomona","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/pomona/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/pomona/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Ontario","Chino","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/chino/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/chino/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Inland Empire","Ontario","Rialto","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/rialto/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/rialto/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","San Diego","San Diego (office)","San Diego","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-diego/","(619) 257-2818","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-diego/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","San Diego","San Diego","Chula Vista","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/chula-vista/","(619) 257-2818","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/chula-vista/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","San Diego","San Diego","Oceanside","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/oceanside/","(619) 257-2818","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/oceanside/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","San Diego","San Diego","Escondido","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/escondido/","(619) 257-2818","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/escondido/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","San Diego","San Diego","El Cajon","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/el-cajon/","(619) 257-2818","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/el-cajon/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","San Diego","San Diego","Carlsbad","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/carlsbad/","(619) 257-2818","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/carlsbad/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","San Diego","San Diego","National City","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/national-city/","(619) 257-2818","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/national-city/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Bakersfield (office)","Bakersfield","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/bakersfield/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/bakersfield/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Bakersfield","Delano","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/delano/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/delano/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Fresno (office)","Fresno","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fresno/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fresno/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Fresno","Clovis","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/clovis/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/clovis/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Fresno","Visalia","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/visalia/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/visalia/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Fresno","Madera","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/madera/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/madera/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Modesto (office)","Modesto","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/modesto/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/modesto/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Modesto","Stockton","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/stockton/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/stockton/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Modesto","Turlock","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/turlock/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/turlock/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Central Valley","Modesto","Merced","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/merced/","(800) 522-7274","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/merced/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Sacramento & Northern California","Sacramento (office)","Sacramento","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/sacramento/","(916) 957-0598","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/sacramento/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Sacramento & Northern California","Sacramento","Elk Grove","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/elk-grove/","(916) 957-0598","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/elk-grove/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Sacramento & Northern California","Sacramento","Roseville","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/roseville/","(916) 957-0598","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/roseville/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Sacramento & Northern California","Sacramento","Folsom","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/folsom/","(916) 957-0598","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/folsom/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","Oakland (office)","Oakland","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/oakland/","(510) 391-4877","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/oakland/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","Oakland","Berkeley","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/berkeley/","(510) 391-4877","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/berkeley/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","Oakland","Hayward","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hayward/","(510) 391-4877","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/hayward/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","Oakland","Fremont","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fremont/","(510) 391-4877","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/fremont/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","Oakland","Richmond","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/richmond/","(510) 391-4877","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/richmond/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","Oakland","Concord","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/concord/","(510) 391-4877","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/concord/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","San Francisco (office)","San Francisco","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-francisco/","(628) 895-2682","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-francisco/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","San Francisco","San Jose","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-jose/","(628) 895-2682","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-jose/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","San Francisco","Daly City","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/daly-city/","(628) 895-2682","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/daly-city/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Bay Area","San Francisco","San Mateo","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-mateo/","(628) 895-2682","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/san-mateo/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Ventura & Central Coast","Oxnard (office)","Oxnard","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/oxnard/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/oxnard/?kw={keyword}"
"injury","Pedestrian & Bicycle Accident","Ventura & Central Coast","Oxnard","Ventura","CA","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/ventura/","(800) 891-1876","https://results.wilshirelawfirm.com/pedestrian-accident-lawyer/ventura/?kw={keyword}"
